,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
567,NOLSM568221568,1,Implantation,1.93E+16,3.16E+16,9.62E+16,3.00E+17,6.00E+17,32198.012,103.689,919,156,22,28,18-02-2022
568,NOLSM569222569,2,Implantation,7.62401E+15,2.24E+16,6.58E+17,3.00E+17,6.00E+17,32300.163,103.658,921,155,22,29,18-02-2022
569,NOLSM570223570,3,Implantation,1.10E+16,1.06E+17,6.48E+17,2.99E+17,6.00E+17,32297.58,103.738,923,156,22,30,18-02-2022
570,NOLSM571224571,1,Implantation,2.80051E+15,4.78595E+15,5.61018E+14,3.01E+17,6.00E+17,32297.14,103.626,927,155,22,31,18-02-2022
571,NOLSM572225572,2,Implantation,1.96E+16,1.10E+17,3.01E+17,3.00E+17,6.00E+17,32300.024,103.918,925,156,22,32,18-02-2022
572,NOLSM573226573,3,Implantation,1.97E+16,9.72815E+14,11180016284,3.01E+17,6.00E+17,32199.199,103.953,925,156,22,33,18-02-2022
573,NOLSM574227574,1,Implantation,2.00E+16,5.42E+16,5.20E+17,3.00E+17,6.00E+17,32300.098,103.46,920,155,22,34,18-02-2022
574,NOLSM575228575,2,Implantation,1.29E+16,1.40E+17,9.92E+16,3.00E+17,6.00E+17,32299.356,103.489,925,155,22,35,18-02-2022
575,NOLSM576229576,3,Implantation,7.33919E+15,5.46E+16,3.28476E+14,2.99E+17,6.00E+17,32300.822,103.375,920,155,22,36,18-02-2022
576,NOLSM5772210577,1,Implantation,7.36092E+15,2.14756E+15,3.07E+17,3.02E+17,6.00E+17,32297.222,103.153,920,155,22,37,18-02-2022
577,NOLSM5782211578,2,Implantation,1.19E+16,1.55E+17,4.44598E+15,3.01E+17,6.00E+17,32300.66,103.914,930,156,22,38,18-02-2022
578,NOLSM5792212579,3,Implantation,4.19343E+15,5.09212E+14,2.77E+17,3.00E+17,6.00E+17,32301.818,103.622,924,155,22,39,18-02-2022
579,NOLSM5802213580,1,Implantation,7.58E+15,1.22E+17,1.12E+18,3.00E+17,6.00E+17,32295.402,103.139,917,155,22,40,18-02-2022
580,NOLSM5812214581,2,Implantation,1.02E+16,1.53E+16,9.43E+16,3.00E+17,6.00E+17,32299.416,103.163,917,155,22,41,18-02-2022
581,NOLSM5822215582,3,Implantation,4.07912E+15,3.16E+16,8.94105E+14,2.99E+17,6.00E+17,32301.766,102.853,918,154,22,42,18-02-2022
582,NOLSM5832216583,1,Implantation,4.59059E+15,2.24E+16,1.89E+17,2.98E+17,6.00E+17,32501.321,104.402,927,157,22,43,18-02-2022
583,NOLSM5842217584,2,Implantation,1.61E+16,1.06E+17,1.09E+17,3.01E+17,6.00E+17,32501.935,104,927,156,22,44,18-02-2022
584,NOLSM5852218585,3,Implantation,5.05917E+15,4.78595E+15,6.58E+16,2.99E+17,6.00E+17,32498.654,103.49,927,155,22,45,18-02-2022
585,NOLSM5862219586,1,Implantation,8.12518E+15,1.10E+17,2.96E+16,3.01E+17,6.00E+17,32500.345,103.177,926,155,22,46,18-02-2022
586,NOLSM5872220587,2,Implantation,2.06E+16,9.72815E+14,1.32E+17,3.00E+17,6.00E+17,32497.667,103.741,926,156,22,47,18-02-2022
587,NOLSM5882221588,3,Implantation,1.21E+16,3.16E+16,2.2727E+12,3.01E+17,6.00E+17,32501.596,103.599,926,155,22,48,18-02-2022
588,NOLSM5892222589,1,Implantation,1.81E+16,2.24E+16,1.04E+18,3.01E+17,6.00E+17,32501.542,103.118,925,155,22,49,18-02-2022
589,NOLSM5902223590,2,Implantation,2.44193E+15,1.06E+17,6.02263E+15,3.00E+17,6.00E+17,32500.363,103.119,926,155,22,50,18-02-2022
590,NOLSM5912224591,3,Implantation,1.05E+16,4.78595E+15,4.11E+17,3.00E+17,6.00E+17,32501.471,102.863,929,154,22,51,18-02-2022
591,NOLSM5922225592,1,Implantation,6.90917E+15,1.10E+17,6.88983E+15,3.01E+17,6.00E+17,32501.237,103.318,929,155,22,52,18-02-2022
592,NOLSM5932226593,2,Implantation,2.03E+16,1.45E+17,9.62E+16,3.00E+17,6.00E+17,32498.772,102.939,925,154,22,53,18-02-2022
593,NOLSM5942227594,3,Implantation,1.82E+16,1.82E+17,6.58E+17,3.01E+17,6.00E+17,32501.18,103.054,924,155,22,54,18-02-2022
594,NOLSM2821,2,Implantation,5.93133E+15,9.22E+16,1.20E+17,3.00E+17,6.00E+17,31490.992,105.795,890,154,2,1,18-02-2022
595,NOLSM2922,3,Implantation,1.12E+16,9.48E+16,5.56E+17,3.01E+17,6.00E+17,32725.266,103.911,911,156,2,2,18-02-2022
596,NOLSM3023,3,Implantation,7.30124E+15,6.26E+16,8.16E+17,3.01E+17,6.00E+17,31538.328,103.924,896,152,2,3,18-02-2022
597,NOLSM3124,1,Implantation,1.79E+16,9.12E+16,6.31E+17,3.00E+17,6.00E+17,31998.259,100.411,920,154,2,4,18-02-2022
598,NOLSM3225,1,Implantation,9.71901E+15,8.64E+16,6.33E+17,3.00E+17,6.00E+17,31811.636,103.273,923,154,2,5,18-02-2022
599,NOLSM3326,3,Implantation,1.34E+16,1.69E+17,3.92E+17,3.01E+17,6.00E+17,32124.08,104.34,900,157,2,6,18-02-2022
600,NOLSM3427,3,Implantation,8.52101E+15,1.90E+17,5.61E+17,2.98E+17,6.00E+17,30891.41,100.362,910,154,2,7,18-02-2022
601,NOLSM3528,2,Implantation,9.27949E+15,1.04E+17,8.95E+17,3.01E+17,6.00E+17,31517.072,105.868,885,153,2,8,18-02-2022
602,NOLSM3629,1,Implantation,1.42E+16,1.32E+17,8.00E+17,3.00E+17,6.00E+17,31790.504,100.638,867,150,2,9,18-02-2022
603,NOLSM37210,1,Implantation,6.51557E+15,8.25E+16,6.08E+17,3.01E+17,6.00E+17,32067.825,102.656,901,154,2,10,18-02-2022
604,NOLSM38211,2,Implantation,1.42E+16,1.49E+17,5.79E+17,3.01E+17,6.00E+17,31126.867,105.072,893,158,2,11,18-02-2022
605,NOLSM39212,3,Implantation,1.13E+16,1.13E+17,-6.93E+16,2.99E+17,6.00E+17,31104.203,102.618,923,157,2,12,18-02-2022
606,NOLSM40213,3,Implantation,1.11E+16,1.23E+17,4.51E+17,3.02E+17,6.00E+17,32566.66,99.988,887,155,2,13,18-02-2022
607,NOLSM41214,2,Implantation,1.03E+16,8.15E+16,6.38E+17,3.01E+17,6.00E+17,32521.877,99.525,892,153,2,14,18-02-2022
608,NOLSM42215,1,Implantation,1.33E+16,3.68E+16,4.29E+17,3.01E+17,6.00E+17,31358.645,105.044,899,152,2,15,18-02-2022
609,NOLSM43216,1,Implantation,1.06E+16,1.22E+16,3.96E+17,3.01E+17,6.00E+17,31818.475,102.605,920,152,2,16,18-02-2022
610,NOLSM44217,2,Implantation,1.69E+16,9.40E+16,5.70E+17,3.01E+17,6.00E+17,31391.261,106.14,911,159,2,17,18-02-2022
611,NOLSM45218,3,Implantation,6.1565E+15,1.62E+17,5.93E+17,3.01E+17,6.00E+17,32378.318,104.608,900,150,2,18,18-02-2022
612,NOLSM46219,3,Implantation,1.05E+16,1.83E+17,6.40E+17,3.00E+17,6.00E+17,31655.809,106.163,892,151,2,19,18-02-2022
613,NOLSM47220,2,Implantation,1.22E+16,8.92E+16,1.19E+17,3.00E+17,6.00E+17,31475.03,104.423,867,155,2,20,18-02-2022
614,NOLSM48221,1,Implantation,1.01E+16,1.34E+17,5.19E+17,3.01E+17,6.00E+17,32535.703,100.868,894,153,2,21,18-02-2022
615,NOLSM49222,1,Implantation,6.89929E+15,7.73E+16,7.22E+17,3.00E+17,6.00E+17,30855.391,104.158,891,151,2,22,18-02-2022
616,NOLSM50223,2,Implantation,1.58E+16,7.24E+16,1.70E+17,3.00E+17,6.00E+17,31108.4,102.193,871,159,2,23,18-02-2022
617,NOLSM51224,3,Implantation,9.79974E+15,1.17E+17,9.72E+17,2.99E+17,6.00E+17,31638.792,105.637,920,157,2,24,18-02-2022
618,NOLSM52225,3,Implantation,6.70661E+15,1.33E+17,5.45E+17,3.01E+17,6.00E+17,32033.214,103.982,905,152,2,25,18-02-2022
619,NOLSM53226,2,Implantation,1.28E+16,7.66E+16,5.94E+17,2.99E+17,6.00E+17,31929.509,102.576,893,154,2,26,18-02-2022
620,NOLSM54227,1,Implantation,1.78E+16,7.44E+16,7.06E+17,3.01E+17,6.00E+17,32769.049,101.986,898,155,2,27,18-02-2022
621,NOLSM568221,1,Implantation,4.05461E+15,3.16E+16,9.62E+16,3.00E+17,6.00E+17,32198.012,103.689,919,156,22,1,18-02-2022
622,NOLSM569222,2,Implantation,1.44E+16,2.24E+16,6.58E+17,3.00E+17,6.00E+17,32300.163,103.658,921,155,22,2,18-02-2022
623,NOLSM570223,3,Implantation,1.21E+16,1.06E+17,6.48E+17,2.99E+17,6.00E+17,32297.58,103.738,923,156,22,3,18-02-2022
624,NOLSM571224,3,Implantation,2.18E+16,4.78595E+15,5.61018E+14,3.01E+17,6.00E+17,32297.14,103.626,927,155,22,4,18-02-2022
625,NOLSM572225,2,Implantation,1.34E+16,1.10E+17,3.01E+17,3.00E+17,6.00E+17,32300.024,103.918,925,156,22,5,18-02-2022
626,NOLSM573226,1,Implantation,4.66186E+15,9.72815E+14,11180016284,3.01E+17,6.00E+17,32199.199,103.953,925,156,22,6,18-02-2022
627,NOLSM574227,1,Implantation,1.10E+16,6.66E+16,5.20E+17,3.00E+17,6.00E+17,32300.098,103.46,920,155,22,7,18-02-2022
628,NOLSM575228,2,Implantation,6.30467E+15,4.31E+16,9.92E+16,3.00E+17,6.00E+17,32299.356,103.489,925,155,22,8,18-02-2022
629,NOLSM576229,3,Implantation,8.11261E+15,1.61E+16,3.28476E+14,2.99E+17,6.00E+17,32300.822,103.375,920,155,22,9,18-02-2022
630,NOLSM5772210,3,Implantation,1.40E+16,1.02E+17,3.07E+17,3.02E+17,6.00E+17,32297.222,103.153,920,155,22,10,18-02-2022
631,NOLSM5782211,2,Implantation,9.23349E+15,3.5791E+14,4.44598E+15,3.01E+17,6.00E+17,32300.66,103.914,930,156,22,11,18-02-2022
632,NOLSM5792212,1,Implantation,8.7789E+15,2.11E+16,2.77E+17,3.00E+17,6.00E+17,32301.818,103.622,924,155,22,12,18-02-2022
633,NOLSM5802213,1,Implantation,2.13E+16,8.91E+16,1.12E+18,3.00E+17,6.00E+17,32295.402,103.139,917,155,22,13,18-02-2022
634,NOLSM5812214,2,Implantation,1.71E+16,1.65E+17,1.19E+17,3.00E+17,6.00E+17,32299.416,103.163,917,155,22,14,18-02-2022
635,NOLSM5822215,3,Implantation,1.93E+16,1.85E+17,6.74E+17,2.99E+17,6.00E+17,32301.766,102.853,918,154,22,15,18-02-2022
636,NOLSM5832216,3,Implantation,8.66873E+15,2.40531E+15,1.05387E+15,2.98E+17,6.00E+17,32501.321,104.402,927,157,22,16,18-02-2022
637,NOLSM5842217,2,Implantation,7.58189E+15,7.07E+16,1.94E+17,3.01E+17,6.00E+17,32501.935,104,927,156,22,17,18-02-2022
638,NOLSM5852218,1,Implantation,9.88272E+15,5.59E+16,5.93E+17,2.99E+17,6.00E+17,32498.654,103.49,927,155,22,18,18-02-2022
639,NOLSM5862219,1,Implantation,9.4977E+15,6.42E+16,3.64E+17,3.01E+17,6.00E+17,32500.345,103.177,926,155,22,19,18-02-2022
640,NOLSM5872220,2,Implantation,9.80403E+15,8.06E+16,1.27E+16,3.00E+17,6.00E+17,32497.667,103.741,926,156,22,20,18-02-2022
641,NOLSM5882221,3,Implantation,2.08E+16,2.00E+17,1.25E+18,3.01E+17,6.00E+17,32501.596,103.599,926,155,22,21,18-02-2022
642,NOLSM5892222,2,Implantation,1.97E+16,8.13E+16,1.19345E+13,3.01E+17,6.00E+17,32501.542,103.118,925,155,22,22,18-02-2022
643,NOLSM5902223,1,Implantation,1.42E+16,1.18E+17,8.50E+17,3.00E+17,6.00E+17,32500.363,103.119,926,155,22,23,18-02-2022
644,NOLSM5912224,1,Implantation,1.63E+16,1.39E+17,9.07E+17,3.00E+17,6.00E+17,32501.471,102.863,929,154,22,24,18-02-2022
645,NOLSM5922225,2,Implantation,2.69372E+15,4.59224E+12,1.39825E+15,3.01E+17,6.00E+17,32501.237,103.318,929,155,22,25,18-02-2022
646,NOLSM5932226,3,Implantation,2.03E+16,1.45E+17,7.19E+17,3.00E+17,6.00E+17,32498.772,102.939,925,154,22,26,18-02-2022
647,NOLSM5942227,3,Implantation,1.82E+16,1.82E+17,3.22E+17,3.01E+17,6.00E+17,32501.18,103.054,924,155,22,27,18-02-2022
648,NOLSM553155,1,Implantation,1.14E+16,6.87E+16,3.72E+17,3.01E+17,6.00E+17,32331.242,102.757,923,157,3,28,19-02-2022
649,NOLSM563256,2,Implantation,1.20E+16,4.77E+16,1.15E+18,3.00E+17,6.00E+17,32326.879,102.2,901,154,3,29,19-02-2022
650,NOLSM573357,3,Implantation,1.11E+16,1.06E+17,2.61E+17,3.02E+17,6.00E+17,31066.014,103.558,897,151,3,30,19-02-2022
651,NOLSM583458,1,Implantation,3.41862E+15,8.51E+16,6.48E+17,3.01E+17,6.00E+17,31522.953,101.965,873,154,3,31,19-02-2022
652,NOLSM593559,2,Implantation,1.20E+16,1.31E+17,2.83E+17,3.00E+17,6.00E+17,33101.496,100.915,866,150,3,32,19-02-2022
653,NOLSM603660,3,Implantation,1.37E+16,1.03E+17,9.18E+17,2.98E+17,6.00E+17,30821.235,103.236,895,157,3,33,19-02-2022
654,NOLSM613761,1,Implantation,1.50E+16,1.06E+17,6.14E+17,3.00E+17,6.00E+17,31606.805,103.492,903,156,3,34,19-02-2022
655,NOLSM623862,2,Implantation,8.64023E+15,1.19E+17,4.65E+17,3.01E+17,6.00E+17,31189.123,104.163,909,153,3,35,19-02-2022
656,NOLSM633963,3,Implantation,1.39E+16,7.18E+16,8.51E+17,3.01E+17,6.00E+17,31897.149,102.736,878,154,3,36,19-02-2022
657,NOLSM6431064,1,Implantation,8.87274E+15,1.60E+17,5.29E+17,3.00E+17,6.00E+17,31251.878,101.442,878,157,3,37,19-02-2022
658,NOLSM6531165,2,Implantation,1.14E+16,1.35E+17,8.02E+17,3.01E+17,6.00E+17,30703.029,101.03,899,153,3,38,19-02-2022
659,NOLSM6631266,3,Implantation,1.31E+16,6.11E+16,1.08E+18,3.03E+17,6.00E+17,30325.348,103.937,912,157,3,39,19-02-2022
660,NOLSM6731367,1,Implantation,8.40191E+15,5.27E+16,8.01E+17,3.00E+17,6.00E+17,32066.425,99.938,925,154,3,40,19-02-2022
661,NOLSM6831468,2,Implantation,1.21E+16,1.42E+17,5.14E+17,3.03E+17,6.00E+17,31988.811,98.542,881,155,3,41,19-02-2022
662,NOLSM6931569,3,Implantation,1.11E+16,8.26E+16,1.18E+18,2.99E+17,6.00E+17,29985.962,103.541,877,154,3,42,19-02-2022
663,NOLSM7031670,1,Implantation,8.90734E+15,8.34E+16,6.88E+17,2.99E+17,6.00E+17,31431.504,103.893,893,155,3,43,19-02-2022
664,NOLSM7131771,2,Implantation,9.84846E+15,1.23E+17,3.05E+17,3.00E+17,6.00E+17,32189.734,101.709,878,155,3,44,19-02-2022
665,NOLSM7231872,3,Implantation,9.17748E+15,1.28E+17,1.93E+17,3.00E+17,6.00E+17,31178.487,103.251,911,154,3,45,19-02-2022
666,NOLSM7331973,1,Implantation,1.41E+16,1.26E+17,8.18E+17,3.01E+17,6.00E+17,31633.206,100.664,899,153,3,46,19-02-2022
667,NOLSM7432074,2,Implantation,9.75579E+15,5.80E+16,7.55E+17,3.00E+17,6.00E+17,31321.795,102.6,901,157,3,47,19-02-2022
668,NOLSM7532175,3,Implantation,1.18E+16,1.52E+17,8.65E+17,3.01E+17,6.00E+17,31818.941,100.949,865,150,3,48,19-02-2022
669,NOLSM7632276,1,Implantation,1.02E+16,7.55E+16,3.73E+17,3.01E+17,6.00E+17,32229.52,103.453,904,158,3,49,19-02-2022
670,NOLSM7732377,2,Implantation,1.42E+16,9.19E+16,9.93E+17,3.01E+17,6.00E+17,31476.989,102.519,891,153,3,50,19-02-2022
671,NOLSM7832478,3,Implantation,1.14E+16,1.48E+17,3.09E+17,3.02E+17,6.00E+17,31177.831,102.643,897,154,3,51,19-02-2022
672,NOLSM7932579,1,Implantation,1.06E+16,8.87E+16,6.52E+16,2.99E+17,6.00E+17,32328.112,101.726,868,153,3,52,19-02-2022
673,NOLSM8032680,2,Implantation,1.68E+16,1.61E+17,7.00E+17,3.00E+17,6.00E+17,31463.004,104.676,909,154,3,53,19-02-2022
674,NOLSM8132781,3,Implantation,7.08906E+15,1.19E+17,2.57E+17,2.99E+17,6.00E+17,33158.675,104.022,917,149,3,54,19-02-2022
675,NOLSM595231595,1,Implantation,3.01658E+15,2.16E+16,6.48E+17,2.99E+17,6.00E+17,32502.334,103.208,924,155,23,28,19-02-2022
676,NOLSM596232596,2,Implantation,1.71E+16,1.55E+17,5.61018E+14,3.01E+17,6.00E+17,32499.477,103.382,924,155,23,29,19-02-2022
677,NOLSM597233597,3,Implantation,2.11E+16,6.5232E+14,3.01E+17,3.00E+17,6.00E+17,32497.298,103.387,924,155,23,30,19-02-2022
678,NOLSM598234598,1,Implantation,1.76E+16,1.72E+17,3.91E+17,3.01E+17,6.00E+17,32499.26,103.677,924,156,23,31,19-02-2022
679,NOLSM599235599,2,Implantation,1.32E+16,1.30573E+14,3.25E+17,3.01E+17,6.00E+17,32498.961,103.541,924,155,23,32,19-02-2022
680,NOLSM600236600,3,Implantation,4.87792E+15,5.34922E+14,2.42E+17,3.01E+17,6.00E+17,32499.787,103.716,924,156,23,33,19-02-2022
681,NOLSM601237601,1,Implantation,7.66708E+15,5.63534E+15,2.74E+17,3.00E+17,6.00E+17,32501.831,103.694,924,156,23,34,19-02-2022
682,NOLSM602238602,2,Implantation,1.43E+16,1.15E+17,8.54E+17,3.01E+17,6.00E+17,32497.031,104.163,927,156,23,35,19-02-2022
683,NOLSM603239603,3,Implantation,1.74E+16,1.16988E+15,8.20E+16,2.99E+17,6.00E+17,32503.265,105.862,932,159,23,36,19-02-2022
684,NOLSM6042310604,1,Implantation,1.79E+16,1.79E+16,9.74E+17,2.99E+17,6.00E+17,32498.409,105.892,932,159,23,37,19-02-2022
685,NOLSM6052311605,2,Implantation,1.39E+16,7.44E+16,3.50E+17,3.00E+17,6.00E+17,32500.055,105.938,927,159,23,38,19-02-2022
686,NOLSM6062312606,3,Implantation,1.63E+16,1.25E+16,9.15445E+14,3.01E+17,6.00E+17,32498.838,105.821,915,159,23,39,19-02-2022
687,NOLSM6072313607,1,Implantation,5.48827E+15,4.5658E+12,7.81996E+12,2.99E+17,6.00E+17,32499.975,105.747,915,159,23,40,19-02-2022
688,NOLSM6082314608,2,Implantation,1.58E+16,1.56E+17,8.55E+17,3.00E+17,6.00E+17,32494.512,105.594,916,158,23,41,19-02-2022
689,NOLSM6092315609,3,Implantation,1.31E+16,8.52162E+13,7.12762E+12,3.00E+17,6.00E+17,32501.652,105.389,915,158,23,42,19-02-2022
690,NOLSM6102316610,1,Implantation,1.02E+16,3.38E+16,1.57E+17,3.00E+17,6.00E+17,32500.528,104.736,914,157,23,43,19-02-2022
691,NOLSM6112317611,2,Implantation,1.55E+16,6.97E+16,1.91E+16,3.00E+17,6.00E+17,32496.56,104.788,911,157,23,44,19-02-2022
692,NOLSM6122318612,3,Implantation,5.19167E+15,9.55341E+15,9.59834E+15,3.00E+17,6.00E+17,32502.771,104.833,910,157,23,45,19-02-2022
693,NOLSM6132319613,1,Implantation,1.60E+16,1.39E+17,2.80E+17,3.00E+17,6.00E+17,32498.839,104.711,909,157,23,46,19-02-2022
694,NOLSM6142320614,2,Implantation,2.36059E+15,2.31E+16,4.25E+16,3.01E+17,6.00E+17,32502.896,104.683,909,157,23,47,19-02-2022
695,NOLSM6152321615,3,Implantation,1.65E+16,5.78E+16,4.74E+17,3.01E+17,6.00E+17,32495.958,104.625,909,157,23,48,19-02-2022
696,NOLSM6162322616,1,Implantation,1.51E+16,1.18E+17,2.29E+17,3.00E+17,6.00E+17,32298.677,104.688,911,157,23,49,19-02-2022
697,NOLSM6172323617,2,Implantation,1.71E+16,7.19E+16,1.27E+17,3.01E+17,6.00E+17,32299.497,105.127,913,158,23,50,19-02-2022
698,NOLSM6182324618,3,Implantation,7.25155E+15,6.24E+16,1.58E+17,3.01E+17,6.00E+17,32302.108,105.179,917,158,23,51,19-02-2022
699,NOLSM6192325619,1,Implantation,4.54326E+15,2.17E+16,1.42E+16,3.01E+17,6.00E+17,32300.693,105.296,917,158,23,52,19-02-2022
700,NOLSM6202326620,2,Implantation,4.52812E+15,5.57839E+15,9.75E+16,3.03E+17,6.00E+17,32301.248,105.564,916,158,23,53,19-02-2022
701,NOLSM6212327621,3,Implantation,5.90057E+15,4.67123E+15,7.69107E+15,3.01E+17,6.00E+17,32305.226,105.439,916,158,23,54,19-02-2022
702,NOLSM5531,1,Implantation,1.14E+16,6.87E+16,3.72E+17,3.01E+17,6.00E+17,32331.242,102.757,923,157,3,1,19-02-2022
703,NOLSM5632,2,Implantation,1.20E+16,4.77E+16,1.15E+18,3.00E+17,6.00E+17,32326.879,102.2,901,154,3,2,19-02-2022
704,NOLSM5733,3,Implantation,1.11E+16,1.06E+17,2.61E+17,3.02E+17,6.00E+17,31066.014,103.558,897,151,3,3,19-02-2022
705,NOLSM5834,2,Implantation,3.41862E+15,8.51E+16,6.48E+17,3.01E+17,6.00E+17,31522.953,101.965,873,154,3,4,19-02-2022
706,NOLSM5935,1,Implantation,1.20E+16,1.31E+17,2.83E+17,3.00E+17,6.00E+17,33101.496,100.915,866,150,3,5,19-02-2022
707,NOLSM6036,1,Implantation,1.37E+16,1.03E+17,9.18E+17,2.98E+17,6.00E+17,30821.235,103.236,895,157,3,6,19-02-2022
708,NOLSM6137,2,Implantation,1.50E+16,1.06E+17,6.14E+17,3.00E+17,6.00E+17,31606.805,103.492,903,156,3,7,19-02-2022
709,NOLSM6238,3,Implantation,8.64023E+15,1.19E+17,4.65E+17,3.01E+17,6.00E+17,31189.123,104.163,909,153,3,8,19-02-2022
710,NOLSM6339,2,Implantation,1.39E+16,7.18E+16,8.51E+17,3.01E+17,6.00E+17,31897.149,102.736,878,154,3,9,19-02-2022
711,NOLSM64310,1,Implantation,8.87274E+15,1.60E+17,5.29E+17,3.00E+17,6.00E+17,31251.878,101.442,878,157,3,10,19-02-2022
712,NOLSM65311,1,Implantation,1.14E+16,1.35E+17,8.02E+17,3.01E+17,6.00E+17,30703.029,101.03,899,153,3,11,19-02-2022
713,NOLSM66312,2,Implantation,1.31E+16,6.11E+16,1.08E+18,3.03E+17,6.00E+17,30325.348,103.937,912,157,3,12,19-02-2022
714,NOLSM67313,3,Implantation,8.40191E+15,5.27E+16,8.01E+17,3.00E+17,6.00E+17,32066.425,99.938,925,154,3,13,19-02-2022
715,NOLSM68314,3,Implantation,1.21E+16,1.42E+17,5.14E+17,3.03E+17,6.00E+17,31988.811,98.542,881,155,3,14,19-02-2022
716,NOLSM69315,1,Implantation,1.11E+16,8.26E+16,1.18E+18,2.99E+17,6.00E+17,29985.962,103.541,877,154,3,15,19-02-2022
717,NOLSM70316,1,Implantation,8.90734E+15,8.34E+16,6.88E+17,2.99E+17,6.00E+17,31431.504,103.893,893,155,3,16,19-02-2022
718,NOLSM71317,2,Implantation,9.84846E+15,1.23E+17,3.05E+17,3.00E+17,6.00E+17,32189.734,101.709,878,155,3,17,19-02-2022
719,NOLSM72318,3,Implantation,9.17748E+15,1.28E+17,1.93E+17,3.00E+17,6.00E+17,31178.487,103.251,911,154,3,18,19-02-2022
720,NOLSM73319,3,Implantation,1.41E+16,1.26E+17,8.18E+17,3.01E+17,6.00E+17,31633.206,100.664,899,153,3,19,19-02-2022
721,NOLSM74320,1,Implantation,9.75579E+15,5.80E+16,7.55E+17,3.00E+17,6.00E+17,31321.795,102.6,901,157,3,20,19-02-2022
722,NOLSM75321,1,Implantation,1.18E+16,1.52E+17,8.65E+17,3.01E+17,6.00E+17,31818.941,100.949,865,150,3,21,19-02-2022
723,NOLSM76322,3,Implantation,1.02E+16,7.55E+16,3.73E+17,3.01E+17,6.00E+17,32229.52,103.453,904,158,3,22,19-02-2022
724,NOLSM77323,3,Implantation,1.42E+16,9.19E+16,9.93E+17,3.01E+17,6.00E+17,31476.989,102.519,891,153,3,23,19-02-2022
725,NOLSM78324,2,Implantation,1.14E+16,1.48E+17,3.09E+17,3.02E+17,6.00E+17,31177.831,102.643,897,154,3,24,19-02-2022
726,NOLSM79325,1,Implantation,1.06E+16,8.87E+16,6.52E+16,2.99E+17,6.00E+17,32328.112,101.726,868,153,3,25,19-02-2022
727,NOLSM80326,1,Implantation,1.68E+16,1.61E+17,7.00E+17,3.00E+17,6.00E+17,31463.004,104.676,909,154,3,26,19-02-2022
728,NOLSM81327,2,Implantation,7.08906E+15,1.19E+17,2.57E+17,2.99E+17,6.00E+17,33158.675,104.022,917,149,3,27,19-02-2022
729,NOLSM595231,2,Implantation,3.01658E+15,2.16E+16,1.62E+17,2.99E+17,6.00E+17,32502.334,103.208,924,155,23,1,19-02-2022
730,NOLSM596232,1,Implantation,1.71E+16,1.55E+17,6.19E+16,3.01E+17,6.00E+17,32499.477,103.382,924,155,23,2,19-02-2022
731,NOLSM597233,1,Implantation,2.11E+16,6.5232E+14,1.13E+18,3.00E+17,6.00E+17,32497.298,103.387,924,155,23,3,19-02-2022
732,NOLSM598234,2,Implantation,1.76E+16,1.72E+17,3.91E+17,3.01E+17,6.00E+17,32499.26,103.677,924,156,23,4,19-02-2022
733,NOLSM599235,3,Implantation,1.32E+16,1.30573E+14,3.25E+17,3.01E+17,6.00E+17,32498.961,103.541,924,155,23,5,19-02-2022
734,NOLSM600236,3,Implantation,4.87792E+15,5.34922E+14,2.42E+17,3.01E+17,6.00E+17,32499.787,103.716,924,156,23,6,19-02-2022
735,NOLSM601237,2,Implantation,7.66708E+15,5.63534E+15,2.74E+17,3.00E+17,6.00E+17,32501.831,103.694,924,156,23,7,19-02-2022
736,NOLSM602238,1,Implantation,1.43E+16,1.15E+17,8.54E+17,3.01E+17,6.00E+17,32497.031,104.163,927,156,23,8,19-02-2022
737,NOLSM603239,1,Implantation,1.74E+16,1.16988E+15,8.20E+16,2.99E+17,6.00E+17,32503.265,105.862,932,159,23,9,19-02-2022
738,NOLSM6042310,2,Implantation,1.79E+16,1.79E+16,9.74E+17,2.99E+17,6.00E+17,32498.409,105.892,932,159,23,10,19-02-2022
739,NOLSM6052311,3,Implantation,1.39E+16,7.44E+16,3.50E+17,3.00E+17,6.00E+17,32500.055,105.938,927,159,23,11,19-02-2022
740,NOLSM6062312,3,Implantation,1.63E+16,1.25E+16,9.15445E+14,3.01E+17,6.00E+17,32498.838,105.821,915,159,23,12,19-02-2022
741,NOLSM6072313,2,Implantation,5.48827E+15,4.5658E+12,7.81996E+12,2.99E+17,6.00E+17,32499.975,105.747,915,159,23,13,19-02-2022
742,NOLSM6082314,1,Implantation,1.58E+16,1.56E+17,8.55E+17,3.00E+17,6.00E+17,32494.512,105.594,916,158,23,14,19-02-2022
743,NOLSM6092315,1,Implantation,1.31E+16,8.52162E+13,7.12762E+12,3.00E+17,6.00E+17,32501.652,105.389,915,158,23,15,19-02-2022
744,NOLSM6102316,2,Implantation,1.02E+16,3.38E+16,1.57E+17,3.00E+17,6.00E+17,32500.528,104.736,914,157,23,16,19-02-2022
745,NOLSM6112317,3,Implantation,1.55E+16,6.97E+16,1.91E+16,3.00E+17,6.00E+17,32496.56,104.788,911,157,23,17,19-02-2022
